corridaId;data;local;sentido;extensao;pilotoId;nome;posicao;tempoTotal;numeroVoltas;melhorVolta;polePosition;pontos;presente
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;10;André Araújo;10;20:59.471;24;00:51.057;False;3;True
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;11;Ricardo Ribeiro;14;21:00.908;24;00:50.178;False;1;True
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;12;Marcelo Ferreira;7;20:50.355;24;00:50.224;False;8;True
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;13;Diego Rodrigues;;;;;False;0;False
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;14;Leonardo Gomes;;;;;False;0;False
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;15;Caio Martins;24;21:08.675;24;00:51.138;False;1;True
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;16;Vinícius Barbosa;26;21:09.616;24;00:50.619;False;1;True
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;17;Henrique Rocha;20;21:06.478;24;00:51.500;False;1;True
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;18;Gustavo Moraes;2;20:47.471;24;00:50.513;False;20;True
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;19;Eduardo Pinto;17;21:07.269;24;00:51.187;False;1;True
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;20;Nicolas Cardoso;22;21:05.043;24;00:50.457;False;1;True
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;21;Daniel Lima;25;21:08.725;24;00:51.118;False;1;True
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;22;Fernando Fernandes;15;20:57.818;24;00:50.407;False;1;True
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;23;Rodrigo Mendes;4;20:49.003;24;00:50.736;False;14;True
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;24;Paulo Campos;11;20:53.834;24;00:50.790;False;2;True
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;25;Alexandre Correia;13;20:55.927;24;00:50.153;False;1;True
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;26;Sérgio Machado;18;21:01.802;24;00:50.445;False;1;True
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;27;Márcio Farias;16;21:01.557;24;00:51.246;False;1;True
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;28;Renato Tavares;;;;;False;0;False
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;29;Douglas Brito;3;20:48.865;24;00:50.589;True;17;True
8;2024-04-20;Kartódromo Internacional de Interlagos;anti-horário;1050.0;30;Wesley Dias;9;20:57.056;24;00:50.793;False;4;True
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;1;João Silva;22;20:12.634;26;00:45.430;False;1;True
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;2;Pedro Santos;10;19:58.865;26;00:45.111;False;3;True
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;3;Lucas Oliveira;6;20:00.380;26;00:44.883;False;10;True
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;4;Mateus Souza;24;20:15.058;26;00:45.055;False;1;True
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;5;Gabriel Pereira;19;20:12.682;26;00:45.412;False;1;True
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;6;Rafael Costa;1;19:57.075;26;00:45.043;False;25;True
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;7;Thiago Almeida;;;;;False;0;True
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;8;Bruno Nascimento;5;20:00.973;26;00:44.203;False;12;True
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;9;Felipe Carvalho;12;20:01.454;26;00:45.134;False;1;True
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;10;André Araújo;20;20:08.588;26;00:44.434;False;1;True
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;11;Ricardo Ribeiro;11;20:00.366;26;00:45.118;False;2;True
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;12;Marcelo Ferreira;14;20:04.349;26;00:44.474;False;1;True
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;13;Diego Rodrigues;23;20:11.311;26;00:45.187;False;1;True
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;14;Leonardo Gomes;25;20:13.893;26;00:45.315;False;1;True
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;15;Caio Martins;26;20:17.942;26;00:44.979;False;1;True
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;16;Vinícius Barbosa;17;20:06.641;26;00:45.105;False;1;True
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;17;Henrique Rocha;;;;;False;0;False
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;18;Gustavo Moraes;4;20:02.652;26;00:44.571;False;14;True
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;19;Eduardo Pinto;;;;;False;0;False
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;20;Nicolas Cardoso;16;20:03.112;26;00:44.384;False;1;True
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;21;Daniel Lima;;;;;False;0;False
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;22;Fernando Fernandes;9;19:59.168;26;00:45.170;False;4;True
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;23;Rodrigo Mendes;3;19:54.110;26;00:44.430;False;17;True
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;24;Paulo Campos;8;20:00.604;26;00:44.220;False;6;True
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;25;Alexandre Correia;13;20:07.319;26;00:44.565;False;1;True
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;26;Sérgio Machado;7;20:00.878;26;00:44.395;False;8;True
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;27;Márcio Farias;18;20:07.525;26;00:44.802;False;1;True
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;28;Renato Tavares;21;20:07.337;26;00:44.792;False;1;True
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;29;Douglas Brito;2;19:53.950;26;00:44.591;True;20;True
9;2024-05-05;Kartódromo do Velociraptor;horário;920.0;30;Wesley Dias;15;20:04.841;26;00:45.157;False;1;True
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;1;João Silva;16;17:24.455;24;00:41.681;False;1;True
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;2;Pedro Santos;;;;;False;0;False
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;3;Lucas Oliveira;3;17:11.090;24;00:41.409;True;17;True
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;4;Mateus Souza;24;17:31.273;24;00:42.001;False;1;True
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;5;Gabriel Pereira;11;17:20.469;24;00:42.270;False;2;True
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;6;Rafael Costa;1;17:10.076;24;00:42.049;False;25;True
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;7;Thiago Almeida;5;17:19.221;24;00:42.166;False;12;True
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;8;Bruno Nascimento;6;17:13.732;24;00:41.238;False;10;True
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;9;Felipe Carvalho;8;17:17.915;24;00:42.125;False;6;True
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;10;André Araújo;13;17:16.076;24;00:41.429;False;1;True
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;11;Ricardo Ribeiro;17;17:23.538;24;00:42.604;False;1;True
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;12;Marcelo Ferreira;10;17:19.981;24;00:41.869;False;3;True
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;13;Diego Rodrigues;22;17:27.181;24;00:42.718;False;1;True
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;14;Leonardo Gomes;27;17:29.939;24;00:42.582;False;1;True
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;15;Caio Martins;28;17:26.406;24;00:42.028;False;1;True
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;16;Vinícius Barbosa;14;17:20.722;24;00:42.307;False;1;True
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;17;Henrique Rocha;18;17:18.833;24;00:41.505;False;1;True
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;18;Gustavo Moraes;;;;;False;0;False
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;19;Eduardo Pinto;23;17:24.070;24;00:41.877;False;1;True
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;20;Nicolas Cardoso;19;17:23.857;24;00:41.818;False;1;True
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;21;Daniel Lima;26;17:26.375;24;00:42.252;False;1;True
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;22;Fernando Fernandes;7;17:19.612;24;00:42.011;False;8;True
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;23;Rodrigo Mendes;4;17:13.181;24;00:41.711;False;14;True
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;24;Paulo Campos;9;17:22.343;24;00:42.549;False;4;True
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;25;Alexandre Correia;12;17:18.899;24;00:41.764;False;1;True
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;26;Sérgio Machado;21;17:25.286;24;00:42.430;False;1;True
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;27;Márcio Farias;15;17:20.513;24;00:42.435;False;1;True
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;28;Renato Tavares;25;17:27.295;24;00:42.160;False;1;True
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;29;Douglas Brito;2;17:14.063;24;00:41.530;False;20;True
10;2024-05-20;Kartódromo Costa Verde;anti-horário;850.0;30;Wesley Dias;20;17:21.184;24;00:42.024;False;1;True
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;1;João Silva;;;;;False;0;True
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;2;Pedro Santos;16;22:14.730;24;00:53.714;False;1;True
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;3;Lucas Oliveira;;;;;False;0;False
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;4;Mateus Souza;11;22:09.560;24;00:53.631;False;2;True
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;5;Gabriel Pereira;23;22:21.866;24;00:53.965;False;1;True
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;6;Rafael Costa;1;22:00.113;24;00:52.599;False;25;True
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;7;Thiago Almeida;4;22:01.683;24;00:53.098;False;14;True
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;8;Bruno Nascimento;8;22:08.612;24;00:53.766;False;6;True
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;9;Felipe Carvalho;7;22:04.816;24;00:53.736;False;8;True
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;10;André Araújo;10;22:07.724;24;00:52.956;False;3;True
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;11;Ricardo Ribeiro;13;22:10.250;24;00:54.275;False;1;True
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;12;Marcelo Ferreira;18;22:08.982;24;00:53.869;False;1;True
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;13;Diego Rodrigues;17;22:12.541;24;00:53.615;False;1;True
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;14;Leonardo Gomes;24;22:12.797;24;00:53.094;False;1;True
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;15;Caio Martins;;;;;False;0;False
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;16;Vinícius Barbosa;21;22:19.441;24;00:54.560;False;1;True
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;17;Henrique Rocha;20;22:17.410;24;00:53.565;False;1;True
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;18;Gustavo Moraes;3;22:01.937;24;00:52.944;False;17;True
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;19;Eduardo Pinto;19;22:12.181;24;00:53.997;False;1;True
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;20;Nicolas Cardoso;15;22:14.764;24;00:54.436;False;1;True
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;21;Daniel Lima;;;;;False;0;False
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;22;Fernando Fernandes;;;;;False;0;False
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;23;Rodrigo Mendes;6;22:04.620;24;00:53.197;False;10;True
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;24;Paulo Campos;14;22:06.136;24;00:53.434;False;1;True
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;25;Alexandre Correia;5;22:02.499;24;00:52.911;False;12;True
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;26;Sérgio Machado;12;22:05.723;24;00:53.736;False;1;True
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;27;Márcio Farias;9;22:08.092;24;00:53.179;False;4;True
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;28;Renato Tavares;22;22:18.764;24;00:53.697;False;1;True
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;29;Douglas Brito;2;22:01.695;24;00:52.715;True;20;True
11;2024-06-04;Kartódromo das Falésias;horário;1100.0;30;Wesley Dias;;;;;False;0;False
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;1;João Silva;;;;;False;0;True
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;2;Pedro Santos;16;17:15.823;21;00:47.295;False;1;True
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;3;Lucas Oliveira;4;17:09.784;21;00:47.875;False;14;True
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;4;Mateus Souza;18;17:17.220;21;00:47.611;False;1;True
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;5;Gabriel Pereira;8;17:13.028;21;00:47.637;False;6;True
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;6;Rafael Costa;2;17:15.801;21;00:48.134;True;20;True
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;7;Thiago Almeida;9;17:19.290;21;00:47.960;False;4;True
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;8;Bruno Nascimento;14;17:17.198;21;00:47.349;False;1;True
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;9;Felipe Carvalho;11;17:17.882;21;00:48.407;False;2;True
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;10;André Araújo;12;17:16.303;21;00:48.043;False;1;True
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;11;Ricardo Ribeiro;17;17:17.761;21;00:47.345;False;1;True
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;12;Marcelo Ferreira;10;17:15.561;21;00:48.052;False;3;True
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;13;Diego Rodrigues;15;17:17.463;21;00:47.616;False;1;True
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;14;Leonardo Gomes;26;17:23.087;21;00:47.611;False;1;True
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;15;Caio Martins;25;17:26.598;21;00:48.817;False;1;True
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;16;Vinícius Barbosa;22;17:23.619;21;00:47.591;False;1;True
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;17;Henrique Rocha;19;17:19.315;21;00:48.277;False;1;True
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;18;Gustavo Moraes;3;17:09.578;21;00:47.862;False;17;True
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;19;Eduardo Pinto;23;17:23.603;21;00:47.816;False;1;True
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;20;Nicolas Cardoso;21;17:20.373;21;00:47.683;False;1;True
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;21;Daniel Lima;28;17:26.337;21;00:47.715;False;1;True
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;22;Fernando Fernandes;6;17:14.575;21;00:48.146;False;10;True
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;23;Rodrigo Mendes;5;17:11.132;21;00:47.783;False;12;True
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;24;Paulo Campos;24;17:26.462;21;00:48.640;False;1;True
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;25;Alexandre Correia;20;17:20.483;21;00:48.402;False;1;True
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;26;Sérgio Machado;13;17:17.085;21;00:48.098;False;1;True
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;27;Márcio Farias;;;;;False;0;False
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;28;Renato Tavares;27;17:22.341;21;00:47.559;False;1;True
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;29;Douglas Brito;1;17:08.798;21;00:46.792;False;25;True
12;2024-06-19;Kartódromo Serra Azul;anti-horário;980.0;30;Wesley Dias;7;17:15.080;21;00:47.213;False;8;True
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;1;João Silva;9;20:56.608;28;00:43.978;False;4;True
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;2;Pedro Santos;;;;;False;0;False
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;3;Lucas Oliveira;4;20:47.469;28;00:43.522;False;14;True
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;4;Mateus Souza;20;21:05.993;28;00:44.027;False;1;True
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;5;Gabriel Pereira;11;20:51.742;28;00:43.474;False;2;True
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;6;Rafael Costa;2;20:42.653;28;00:42.587;True;20;True
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;7;Thiago Almeida;6;20:46.239;28;00:43.321;False;10;True
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;8;Bruno Nascimento;5;20:53.592;28;00:42.943;False;12;True
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;9;Felipe Carvalho;8;20:51.894;28;00:43.609;False;6;True
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;10;André Araújo;;;;;False;0;False
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;11;Ricardo Ribeiro;;;;;False;0;False
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;12;Marcelo Ferreira;7;20:56.411;28;00:43.552;False;8;True
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;13;Diego Rodrigues;17;20:52.524;28;00:43.681;False;1;True
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;14;Leonardo Gomes;;;;;False;0;False
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;15;Caio Martins;23;21:05.680;28;00:43.907;False;1;True
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;16;Vinícius Barbosa;21;21:00.516;28;00:44.004;False;1;True
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;17;Henrique Rocha;16;21:01.583;28;00:43.272;False;1;True
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;18;Gustavo Moraes;3;20:43.046;28;00:42.987;False;17;True
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;19;Eduardo Pinto;19;20:56.394;28;00:43.961;False;1;True
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;20;Nicolas Cardoso;12;20:51.676;28;00:43.096;False;1;True
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;21;Daniel Lima;22;21:04.551;28;00:43.383;False;1;True
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;22;Fernando Fernandes;;;;;False;0;False
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;23;Rodrigo Mendes;;;;;False;0;True
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;24;Paulo Campos;;;;;False;0;True
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;25;Alexandre Correia;15;21:03.145;28;00:44.146;False;1;True
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;26;Sérgio Machado;10;20:53.089;28;00:43.584;False;3;True
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;27;Márcio Farias;13;20:56.309;28;00:43.231;False;1;True
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;28;Renato Tavares;18;21:02.213;28;00:44.161;False;1;True
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;29;Douglas Brito;1;20:40.105;28;00:43.013;False;25;True
13;2024-07-04;Kartódromo Rio Claro;horário;890.0;30;Wesley Dias;14;20:51.479;28;00:42.847;False;1;True
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;1;João Silva;21;25:46.948;30;00:50.427;False;1;True
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;2;Pedro Santos;16;25:45.926;30;00:49.441;False;1;True
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;3;Lucas Oliveira;2;25:36.648;30;00:49.029;False;20;True
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;4;Mateus Souza;22;25:43.804;30;00:50.380;False;1;True
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;5;Gabriel Pereira;9;25:36.714;30;00:49.953;False;4;True
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;6;Rafael Costa;1;25:26.484;30;00:49.160;False;25;True
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;7;Thiago Almeida;10;25:38.975;30;00:49.359;False;3;True
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;8;Bruno Nascimento;12;25:47.690;30;00:49.273;False;1;True
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;9;Felipe Carvalho;6;25:38.769;30;00:49.839;False;10;True
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;10;André Araújo;15;25:42.603;30;00:50.332;False;1;True
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;11;Ricardo Ribeiro;13;25:38.358;30;00:49.733;False;1;True
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;12;Marcelo Ferreira;3;25:32.045;30;00:49.726;True;17;True
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;13;Diego Rodrigues;;;;;False;0;False
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;14;Leonardo Gomes;25;25:56.081;30;00:50.702;False;1;True
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;15;Caio Martins;27;26:02.759;30;00:50.869;False;1;True
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;16;Vinícius Barbosa;18;25:47.828;30;00:49.916;False;1;True
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;17;Henrique Rocha;20;25:47.643;30;00:49.687;False;1;True
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;18;Gustavo Moraes;4;25:36.347;30;00:50.120;False;14;True
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;19;Eduardo Pinto;26;25:51.527;30;00:49.480;False;1;True
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;20;Nicolas Cardoso;24;25:48.560;30;00:49.730;False;1;True
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;21;Daniel Lima;28;25:57.024;30;00:50.461;False;1;True
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;22;Fernando Fernandes;11;25:46.621;30;00:50.410;False;2;True
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;23;Rodrigo Mendes;7;25:43.296;30;00:49.971;False;8;True
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;24;Paulo Campos;14;25:45.716;30;00:49.754;False;1;True
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;25;Alexandre Correia;17;25:39.615;30;00:50.217;False;1;True
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;26;Sérgio Machado;23;25:47.861;30;00:50.339;False;1;True
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;27;Márcio Farias;8;25:36.789;30;00:49.941;False;6;True
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;28;Renato Tavares;;;;;False;0;False
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;29;Douglas Brito;5;25:33.059;30;00:49.449;False;12;True
14;2024-07-19;Kartódromo Vale do Sol;anti-horário;1020.0;30;Wesley Dias;19;25:44.107;30;00:50.252;False;1;True
15;2024-08-03;Kartódromo Internacional de Interlagos;horário;1050.0;1;João Silva;19;17:29.301;20;00:50.854;False;1;True
15;2024-08-03;Kartódromo Internacional de Interlagos;horário;1050.0;2;Pedro Santos;15;17:30.322;20;00:50.542;False;1;True
15;2024-08-03;Kartódromo Internacional de Interlagos;horário;1050.0;3;Lucas Oliveira;3;17:17.983;20;00:50.458;False;17;True
15;2024-08-03;Kartódromo Internacional de Interlagos;horário;1050.0;4;Mateus Souza;21;17:31.892;20;00:50.751;False;1;True
15;2024-08-03;Kartódromo Internacional de Interlagos;horário;1050.0;5;Gabriel Pereira;18;17:32.995;20;00:51.191;False;1;True
15;2024-08-03;Kartódromo Internacional de Interlagos;horário;1050.0;6;Rafael Costa;2;17:17.955;20;00:50.756;False;20;True
15;2024-08-03;Kartódromo Internacional de Interlagos;horário;1050.0;7;Thiago Almeida;6;17:25.682;20;00:50.487;False;10;True
15;2024-08-03;Kartódromo Internacional de Interlagos;horário;1050.0;8;Bruno Nascimento;4;17:22.127;20;00:49.943;False;14;True
15;2024-08-03;Kartódromo Internacional de Interlagos;horário;1050.0;9;Felipe Carvalho;;;;;False;0;False
15;2024-08-03;Kartódromo Internacional de Interlagos;horário;1050.0;10;André Araújo;23;17:31.855;20;00:51.539;False;1;True
15;2024-08-03;Kartódromo Internacional de Interlagos;horário;1050.0;11;Ricardo Ribeiro;14;17:28.586;20;00:50.104;False;1;True
15;2024-08-03;Kartódromo Internacional de Interlagos;horário;1050.0;12;Marcelo Ferreira;;;;;False;0;False
15;2024-08-03;Kartódromo Internacional de Interlagos;horário;1050.0;13;Diego Rodrigues;10;17:24.382;20;00:50.629;False;3;True
15;2024-08-03;Kartódromo Internacional de Interlagos;horário;1050.0;14;Leonardo Gomes;22;17:37.574;20;00:51.447;False;1;True
15;2024-08-03;Kartódromo Internacional de Interlagos;horário;1050.0;15;Caio Martins;26;17:37.236;20;00:50.703;False;1;True
15;2024-08-03;Kartódromo Internacional de Interlagos;horário;1050.0;16;Vinícius Barbosa;24;17:35.005;20;00:50.922;False;1;True
15;2024-08-03;Kartódromo Internacional de Interlagos;horário;1050.0;17;Henrique Rocha;13;17:22.639;20;00:50.351;False;1;True
15;2024-08-03;Kartódromo Internacional de Interlagos;horário;1050.0;18;Gustavo Moraes;1;17:20.454;20;00:50.963;True;25;True
